,Feature Transform,model_type,C,no_of_features,CrossValDays,Confusion Matrices,AUC Scores,TN,FP,FN,TP,AUC Score,Min Leaves,Number of Neighbors,metric,weight,no_of_trees,min_leaves,Kernel
321,,K Neighbors,,20,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[89, 66],
       [83, 62]]), array([[85, 61],
       [74, 80]]), array([[86, 79],
       [68, 67]]), array([[67, 82],
       [57, 94]]), array([[ 51, 113],
       [ 33, 103]]), array([[87, 90],
       [57, 66]]), array([[82, 73],
       [76, 69]]), array([[99, 49],
       [83, 69]]), array([[87, 74],
       [72, 67]]), array([[87, 84],
       [71, 58]])]","[0.486273637374861, 0.5496352962106388, 0.5154433221099888, 0.5667140761811637, 0.5421897417503587, 0.507234394377842, 0.5305895439377085, 0.5710570768136558, 0.5104785736628089, 0.4826148057482206]","[89, 85, 86, 67, 51, 87, 82, 99, 87, 87]","[66, 61, 79, 82, 113, 90, 73, 49, 74, 84]","[83, 74, 68, 57, 33, 57, 76, 83, 72, 71]","[62, 80, 67, 94, 103, 66, 69, 69, 67, 58]",0.5262230468167247,,3.0,minkowski,distance,,,
322,,K Neighbors,,20,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[92, 63],
       [78, 67]]), array([[93, 53],
       [75, 79]]), array([[92, 73],
       [74, 61]]), array([[64, 85],
       [53, 98]]), array([[ 51, 113],
       [ 34, 102]]), array([[86, 91],
       [58, 65]]), array([[92, 63],
       [65, 80]]), array([[105,  43],
       [ 86,  66]]), array([[90, 71],
       [82, 57]]), array([[95, 76],
       [81, 48]])]","[0.5333481646273637, 0.5686488169364882, 0.5134904601571268, 0.5560691586292724, 0.5394099713055954, 0.5155022736668045, 0.6071190211345939, 0.5687011024182077, 0.4709325707136154, 0.48175347930549894]","[92, 93, 92, 64, 51, 86, 92, 105, 90, 95]","[63, 53, 73, 85, 113, 91, 63, 43, 71, 76]","[78, 75, 74, 53, 34, 58, 65, 86, 82, 81]","[67, 79, 61, 98, 102, 65, 80, 66, 57, 48]",0.5354975018894568,,5.0,euclidean,uniform,,,
323,,K Neighbors,,20,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[91, 64],
       [77, 68]]), array([[88, 58],
       [79, 75]]), array([[97, 68],
       [65, 70]]), array([[67, 82],
       [69, 82]]), array([[ 55, 109],
       [ 46,  90]]), array([[86, 91],
       [60, 63]]), array([[93, 62],
       [73, 72]]), array([[104,  44],
       [ 92,  60]]), array([[92, 69],
       [79, 60]]), array([[93, 78],
       [80, 49]])]","[0.5206006674082314, 0.5376934709126491, 0.5516273849607183, 0.5159118183030357, 0.5139885222381635, 0.5332782141380736, 0.5894771968854283, 0.5596105974395448, 0.4806961883909021, 0.48873475678861233]","[91, 88, 97, 67, 55, 86, 93, 104, 92, 93]","[64, 58, 68, 82, 109, 91, 62, 44, 69, 78]","[77, 79, 65, 69, 46, 60, 73, 92, 79, 80]","[68, 75, 70, 82, 90, 63, 72, 60, 60, 49]",0.5291618817465359,,5.0,manhattan,uniform,,,
324,,K Neighbors,,20,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[92, 63],
       [78, 67]]), array([[93, 53],
       [75, 79]]), array([[92, 73],
       [74, 61]]), array([[64, 85],
       [53, 98]]), array([[ 51, 113],
       [ 34, 102]]), array([[86, 91],
       [58, 65]]), array([[92, 63],
       [65, 80]]), array([[105,  43],
       [ 86,  66]]), array([[90, 71],
       [82, 57]]), array([[95, 76],
       [81, 48]])]","[0.5333481646273637, 0.5686488169364882, 0.5134904601571268, 0.5560691586292724, 0.5394099713055954, 0.5155022736668045, 0.6071190211345939, 0.5687011024182077, 0.4709325707136154, 0.48175347930549894]","[92, 93, 92, 64, 51, 86, 92, 105, 90, 95]","[63, 53, 73, 85, 113, 91, 63, 43, 71, 76]","[78, 75, 74, 53, 34, 58, 65, 86, 82, 81]","[67, 79, 61, 98, 102, 65, 80, 66, 57, 48]",0.5354975018894568,,5.0,minkowski,uniform,,,
325,,K Neighbors,,20,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[89, 66],
       [79, 66]]), array([[91, 55],
       [76, 78]]), array([[88, 77],
       [69, 66]]), array([[63, 86],
       [53, 98]]), array([[ 53, 111],
       [ 34, 102]]), array([[86, 91],
       [59, 64]]), array([[90, 65],
       [70, 75]]), array([[104,  44],
       [ 88,  64]]), array([[89, 72],
       [79, 60]]), array([[94, 77],
       [83, 46]])]","[0.5109899888765295, 0.5674702010318449, 0.5060830527497194, 0.5626916751855637, 0.5437589670014347, 0.509232465206008, 0.5838264738598442, 0.5693901137980085, 0.4881808838643371, 0.47613219094247244]","[89, 91, 88, 63, 53, 86, 90, 104, 89, 94]","[66, 55, 77, 86, 111, 91, 65, 44, 72, 77]","[79, 76, 69, 53, 34, 59, 70, 88, 79, 83]","[66, 78, 66, 98, 102, 64, 75, 64, 60, 46]",0.5317756012515762,,5.0,euclidean,distance,,,
326,,K Neighbors,,20,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[88, 67],
       [79, 66]]), array([[84, 62],
       [76, 78]]), array([[93, 72],
       [64, 71]]), array([[66, 83],
       [70, 81]]), array([[ 58, 106],
       [ 44,  92]]), array([[86, 91],
       [62, 61]]), array([[94, 61],
       [77, 68]]), array([[102,  46],
       [ 92,  60]]), array([[92, 69],
       [77, 62]]), array([[91, 80],
       [80, 49]])]","[0.5079199110122358, 0.5426303148905888, 0.5373288439955107, 0.5235343793057469, 0.5123296269727404, 0.523379725322677, 0.5683203559510568, 0.5536984352773827, 0.4918003485410429, 0.4793734983453466]","[88, 84, 93, 66, 58, 86, 94, 102, 92, 91]","[67, 62, 72, 83, 106, 91, 61, 46, 69, 80]","[79, 76, 64, 70, 44, 62, 77, 92, 77, 80]","[66, 78, 71, 81, 92, 61, 68, 60, 62, 49]",0.5240315439614328,,5.0,manhattan,distance,,,
327,,K Neighbors,,20,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[89, 66],
       [79, 66]]), array([[91, 55],
       [76, 78]]), array([[88, 77],
       [69, 66]]), array([[63, 86],
       [53, 98]]), array([[ 53, 111],
       [ 34, 102]]), array([[86, 91],
       [59, 64]]), array([[90, 65],
       [70, 75]]), array([[104,  44],
       [ 88,  64]]), array([[89, 72],
       [79, 60]]), array([[94, 77],
       [83, 46]])]","[0.5109899888765295, 0.5674702010318449, 0.5060830527497194, 0.5626916751855637, 0.5437589670014347, 0.509232465206008, 0.5838264738598442, 0.5693901137980085, 0.4881808838643371, 0.47613219094247244]","[89, 91, 88, 63, 53, 86, 90, 104, 89, 94]","[66, 55, 77, 86, 111, 91, 65, 44, 72, 77]","[79, 76, 69, 53, 34, 59, 70, 88, 79, 83]","[66, 78, 66, 98, 102, 64, 75, 64, 60, 46]",0.5317756012515762,,5.0,minkowski,distance,,,
328,,K Neighbors,,20,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[98, 57],
       [78, 67]]), array([[83, 63],
       [76, 78]]), array([[92, 73],
       [72, 63]]), array([[ 65,  84],
       [ 49, 102]]), array([[ 54, 110],
       [ 42,  94]]), array([[94, 83],
       [61, 62]]), array([[94, 61],
       [63, 82]]), array([[110,  38],
       [ 87,  65]]), array([[94, 67],
       [90, 49]]), array([[99, 72],
       [79, 50]])]","[0.5591991101223581, 0.5472113502935421, 0.5395510662177329, 0.5820258678163474, 0.5176201578192252, 0.5300399614165634, 0.6134816462736373, 0.5647892958748221, 0.44950623352249874, 0.4709868987714765]","[98, 83, 92, 65, 54, 94, 94, 110, 94, 99]","[57, 63, 73, 84, 110, 83, 61, 38, 67, 72]","[78, 76, 72, 49, 42, 61, 63, 87, 90, 79]","[67, 78, 63, 102, 94, 62, 82, 65, 49, 50]",0.5374411588128203,,7.0,euclidean,uniform,,,
329,,K Neighbors,,20,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[101,  54],
       [ 83,  62]]), array([[75, 71],
       [77, 77]]), array([[96, 69],
       [72, 63]]), array([[71, 78],
       [61, 90]]), array([[ 54, 110],
       [ 40,  96]]), array([[94, 83],
       [63, 60]]), array([[103,  52],
       [ 73,  72]]), array([[113,  35],
       [ 97,  55]]), array([[90, 71],
       [80, 59]]), array([[99, 72],
       [80, 49]])]","[0.5382202447163515, 0.537226472157979, 0.5502356902356902, 0.5532245877594559, 0.520579268292683, 0.5176840751458361, 0.6014238042269188, 0.6003956258890468, 0.48465078868582157, 0.48497212022303826]","[101, 75, 96, 71, 54, 94, 103, 113, 90, 99]","[54, 71, 69, 78, 110, 83, 52, 35, 71, 72]","[83, 77, 72, 61, 40, 63, 73, 97, 80, 80]","[62, 77, 63, 90, 96, 60, 72, 55, 59, 49]",0.5388612677332822,,7.0,manhattan,uniform,,,
330,,K Neighbors,,20,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[98, 57],
       [78, 67]]), array([[83, 63],
       [76, 78]]), array([[92, 73],
       [72, 63]]), array([[ 65,  84],
       [ 49, 102]]), array([[ 54, 110],
       [ 42,  94]]), array([[94, 83],
       [61, 62]]), array([[94, 61],
       [63, 82]]), array([[110,  38],
       [ 87,  65]]), array([[94, 67],
       [90, 49]]), array([[99, 72],
       [79, 50]])]","[0.5591991101223581, 0.5472113502935421, 0.5395510662177329, 0.5820258678163474, 0.5176201578192252, 0.5300399614165634, 0.6134816462736373, 0.5647892958748221, 0.44950623352249874, 0.4709868987714765]","[98, 83, 92, 65, 54, 94, 94, 110, 94, 99]","[57, 63, 73, 84, 110, 83, 61, 38, 67, 72]","[78, 76, 72, 49, 42, 61, 63, 87, 90, 79]","[67, 78, 63, 102, 94, 62, 82, 65, 49, 50]",0.5374411588128203,,7.0,minkowski,uniform,,,
331,,K Neighbors,,20,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[95, 60],
       [78, 67]]), array([[85, 61],
       [76, 78]]), array([[88, 77],
       [71, 64]]), array([[ 65,  84],
       [ 50, 101]]), array([[ 56, 108],
       [ 42,  94]]), array([[92, 85],
       [61, 62]]), array([[96, 59],
       [75, 70]]), array([[107,  41],
       [ 93,  59]]), array([[89, 72],
       [87, 52]]), array([[93, 78],
       [79, 50]])]","[0.5327252502780868, 0.5563067069916385, 0.5282828282828282, 0.580892484110405, 0.5292100071736012, 0.5217720821276008, 0.5878531701890991, 0.5666562944523472, 0.46851959426247825, 0.46586427308581524]","[95, 85, 88, 65, 56, 92, 96, 107, 89, 93]","[60, 61, 77, 84, 108, 85, 59, 41, 72, 78]","[78, 76, 71, 50, 42, 61, 75, 93, 87, 79]","[67, 78, 64, 101, 94, 62, 70, 59, 52, 50]",0.53380826909539,,7.0,euclidean,distance,,,
332,,K Neighbors,,20,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[98, 57],
       [84, 61]]), array([[80, 66],
       [79, 75]]), array([[91, 74],
       [70, 65]]), array([[70, 79],
       [64, 87]]), array([[ 52, 112],
       [ 39,  97]]), array([[88, 89],
       [62, 61]]), array([[97, 58],
       [77, 68]]), array([[108,  40],
       [ 94,  58]]), array([[88, 73],
       [78, 61]]), array([[92, 79],
       [80, 49]])]","[0.5285650723025583, 0.5401618929016189, 0.5384062850729517, 0.5526467843015245, 0.5238522238163559, 0.5172477148500298, 0.576551724137931, 0.5869043385490753, 0.49398990124670455, 0.476812185502516]","[98, 80, 91, 70, 52, 88, 97, 108, 88, 92]","[57, 66, 74, 79, 112, 89, 58, 40, 73, 79]","[84, 79, 70, 64, 39, 62, 77, 94, 78, 80]","[61, 75, 65, 87, 97, 61, 68, 58, 61, 49]",0.5335138122681267,,7.0,manhattan,distance,,,
333,,K Neighbors,,20,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[95, 60],
       [78, 67]]), array([[85, 61],
       [76, 78]]), array([[88, 77],
       [71, 64]]), array([[ 65,  84],
       [ 50, 101]]), array([[ 56, 108],
       [ 42,  94]]), array([[92, 85],
       [61, 62]]), array([[96, 59],
       [75, 70]]), array([[107,  41],
       [ 93,  59]]), array([[89, 72],
       [87, 52]]), array([[93, 78],
       [79, 50]])]","[0.5327252502780868, 0.5563067069916385, 0.5282828282828282, 0.580892484110405, 0.5292100071736012, 0.5217720821276008, 0.5878531701890991, 0.5666562944523472, 0.46851959426247825, 0.46586427308581524]","[95, 85, 88, 65, 56, 92, 96, 107, 89, 93]","[60, 61, 77, 84, 108, 85, 59, 41, 72, 78]","[78, 76, 71, 50, 42, 61, 75, 93, 87, 79]","[67, 78, 64, 101, 94, 62, 70, 59, 52, 50]",0.53380826909539,,7.0,minkowski,distance,,,
334,,K Neighbors,,20,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[90, 65],
       [76, 69]]), array([[82, 64],
       [79, 75]]), array([[79, 86],
       [57, 78]]), array([[63, 86],
       [52, 99]]), array([[ 53, 111],
       [ 41,  95]]), array([[96, 81],
       [60, 63]]), array([[96, 59],
       [62, 83]]), array([[106,  42],
       [ 89,  63]]), array([[99, 62],
       [86, 53]]), array([[102,  69],
       [ 84,  45]])]","[0.5432480533926586, 0.5443648816936488, 0.5481257014590348, 0.5733143695275346, 0.5323484576757532, 0.5204859675715401, 0.6154616240266964, 0.5628333926031295, 0.46845256713883543, 0.45808966861598444]","[90, 82, 79, 63, 53, 96, 96, 106, 99, 102]","[65, 64, 86, 86, 111, 81, 59, 42, 62, 69]","[76, 79, 57, 52, 41, 60, 62, 89, 86, 84]","[69, 75, 78, 99, 95, 63, 83, 63, 53, 45]",0.5366724683704815,,9.0,euclidean,uniform,,,
335,,K Neighbors,,20,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[95, 60],
       [76, 69]]), array([[79, 67],
       [76, 78]]), array([[85, 80],
       [63, 72]]), array([[68, 81],
       [62, 89]]), array([[ 54, 110],
       [ 39,  97]]), array([[95, 82],
       [59, 64]]), array([[101,  54],
       [ 65,  80]]), array([[115,  33],
       [ 95,  57]]), array([[95, 66],
       [89, 50]]), array([[103,  68],
       [ 82,  47]])]","[0.5453837597330367, 0.5296655399395125, 0.5392143658810326, 0.5274012178319036, 0.5364732783357246, 0.51465251940655, 0.6129477196885429, 0.5884601706970128, 0.4774118593324098, 0.48934675189265153]","[95, 79, 85, 68, 54, 95, 101, 115, 95, 103]","[60, 67, 80, 81, 110, 82, 54, 33, 66, 68]","[76, 76, 63, 62, 39, 59, 65, 95, 89, 82]","[69, 78, 72, 89, 97, 64, 80, 57, 50, 47]",0.5360957182738376,,9.0,manhattan,uniform,,,
336,,K Neighbors,,20,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[90, 65],
       [76, 69]]), array([[82, 64],
       [79, 75]]), array([[79, 86],
       [57, 78]]), array([[63, 86],
       [52, 99]]), array([[ 53, 111],
       [ 41,  95]]), array([[96, 81],
       [60, 63]]), array([[96, 59],
       [62, 83]]), array([[106,  42],
       [ 89,  63]]), array([[99, 62],
       [86, 53]]), array([[102,  69],
       [ 84,  45]])]","[0.5432480533926586, 0.5443648816936488, 0.5481257014590348, 0.5733143695275346, 0.5323484576757532, 0.5204859675715401, 0.6154616240266964, 0.5628333926031295, 0.46845256713883543, 0.45808966861598444]","[90, 82, 79, 63, 53, 96, 96, 106, 99, 102]","[65, 64, 86, 86, 111, 81, 59, 42, 62, 69]","[76, 79, 57, 52, 41, 60, 62, 89, 86, 84]","[69, 75, 78, 99, 95, 63, 83, 63, 53, 45]",0.5366724683704815,,9.0,minkowski,uniform,,,
337,,K Neighbors,,20,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[90, 65],
       [77, 68]]), array([[85, 61],
       [78, 76]]), array([[81, 84],
       [63, 72]]), array([[ 64,  85],
       [ 51, 100]]), array([[ 54, 110],
       [ 42,  94]]), array([[93, 84],
       [63, 60]]), array([[95, 60],
       [71, 74]]), array([[102,  46],
       [ 92,  60]]), array([[100,  61],
       [ 83,  56]]), array([[102,  69],
       [ 77,  52]])]","[0.5279866518353726, 0.5522149083792919, 0.5328395061728395, 0.5698919951997867, 0.5439607245337159, 0.5207615635478389, 0.5967519466073415, 0.5661895448079659, 0.485142320925868, 0.4562310168185321]","[90, 85, 81, 64, 54, 93, 95, 102, 100, 102]","[65, 61, 84, 85, 110, 84, 60, 46, 61, 69]","[77, 78, 63, 51, 42, 63, 71, 92, 83, 77]","[68, 76, 72, 100, 94, 60, 74, 60, 56, 52]",0.5351970178828553,,9.0,euclidean,distance,,,
338,,K Neighbors,,20,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[94, 61],
       [79, 66]]), array([[79, 67],
       [75, 79]]), array([[82, 83],
       [67, 68]]), array([[67, 82],
       [64, 87]]), array([[ 53, 111],
       [ 39,  97]]), array([[92, 85],
       [61, 62]]), array([[97, 58],
       [74, 71]]), array([[106,  42],
       [ 98,  54]]), array([[93, 68],
       [87, 52]]), array([[97, 74],
       [83, 46]])]","[0.5310344827586206, 0.5314445828144458, 0.5324803591470259, 0.5324458864838437, 0.5381770086083214, 0.5131137752055487, 0.5924805339265851, 0.5839260312944524, 0.4899906162026899, 0.47749218006255956]","[94, 79, 82, 67, 53, 92, 97, 106, 93, 97]","[61, 67, 83, 82, 111, 85, 58, 42, 68, 74]","[79, 75, 67, 64, 39, 61, 74, 98, 87, 83]","[66, 79, 68, 87, 97, 62, 71, 54, 52, 46]",0.5322585456504092,,9.0,manhattan,distance,,,
339,,K Neighbors,,20,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[90, 65],
       [77, 68]]), array([[85, 61],
       [78, 76]]), array([[81, 84],
       [63, 72]]), array([[ 64,  85],
       [ 51, 100]]), array([[ 54, 110],
       [ 42,  94]]), array([[93, 84],
       [63, 60]]), array([[95, 60],
       [71, 74]]), array([[102,  46],
       [ 92,  60]]), array([[100,  61],
       [ 83,  56]]), array([[102,  69],
       [ 77,  52]])]","[0.5279866518353726, 0.5522149083792919, 0.5328395061728395, 0.5698919951997867, 0.5439607245337159, 0.5207615635478389, 0.5967519466073415, 0.5661895448079659, 0.485142320925868, 0.4562310168185321]","[90, 85, 81, 64, 54, 93, 95, 102, 100, 102]","[65, 61, 84, 85, 110, 84, 60, 46, 61, 69]","[77, 78, 63, 51, 42, 63, 71, 92, 83, 77]","[68, 76, 72, 100, 94, 60, 74, 60, 56, 52]",0.5351970178828553,,9.0,minkowski,distance,,,
340,,K Neighbors,,20,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[80, 75],
       [65, 80]]), array([[78, 68],
       [73, 81]]), array([[83, 82],
       [57, 78]]), array([[62, 87],
       [57, 94]]), array([[ 56, 108],
       [ 42,  94]]), array([[90, 87],
       [59, 64]]), array([[100,  55],
       [ 64,  81]]), array([[111,  37],
       [ 95,  57]]), array([[98, 63],
       [95, 44]]), array([[103,  68],
       [ 88,  41]])]","[0.5499888765294771, 0.5238836505959793, 0.5532435465768799, 0.5743144139739543, 0.5372803084648493, 0.5305452207064443, 0.6156173526140155, 0.5910828591749644, 0.4671567094150766, 0.4447844417244662]","[80, 78, 83, 62, 56, 90, 100, 111, 98, 103]","[75, 68, 82, 87, 108, 87, 55, 37, 63, 68]","[65, 73, 57, 57, 42, 59, 64, 95, 95, 88]","[80, 81, 78, 94, 94, 64, 81, 57, 44, 41]",0.5387897379776108,,11.0,euclidean,uniform,,,
341,,K Neighbors,,20,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[86, 69],
       [73, 72]]), array([[78, 68],
       [79, 75]]), array([[88, 77],
       [70, 65]]), array([[66, 83],
       [62, 89]]), array([[ 57, 107],
       [ 42,  94]]), array([[88, 89],
       [55, 68]]), array([[106,  49],
       [ 75,  70]]), array([[120,  28],
       [101,  51]]), array([[95, 66],
       [93, 46]]), array([[111,  60],
       [ 81,  48]])]","[0.5316129032258063, 0.5292652552926526, 0.5335802469135802, 0.5190230676918974, 0.5284926470588235, 0.5311882779844748, 0.6084315906562848, 0.5849262091038407, 0.4731891505429197, 0.4903440772473821]","[86, 78, 88, 66, 57, 88, 106, 120, 95, 111]","[69, 68, 77, 83, 107, 89, 49, 28, 66, 60]","[73, 79, 70, 62, 42, 55, 75, 101, 93, 81]","[72, 75, 65, 89, 94, 68, 70, 51, 46, 48]",0.5330053425717662,,11.0,manhattan,uniform,,,
342,,K Neighbors,,20,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[80, 75],
       [65, 80]]), array([[78, 68],
       [73, 81]]), array([[83, 82],
       [57, 78]]), array([[62, 87],
       [57, 94]]), array([[ 56, 108],
       [ 42,  94]]), array([[90, 87],
       [59, 64]]), array([[100,  55],
       [ 64,  81]]), array([[111,  37],
       [ 95,  57]]), array([[98, 63],
       [95, 44]]), array([[103,  68],
       [ 88,  41]])]","[0.5499888765294771, 0.5238836505959793, 0.5532435465768799, 0.5743144139739543, 0.5372803084648493, 0.5305452207064443, 0.6156173526140155, 0.5910828591749644, 0.4671567094150766, 0.4447844417244662]","[80, 78, 83, 62, 56, 90, 100, 111, 98, 103]","[75, 68, 82, 87, 108, 87, 55, 37, 63, 68]","[65, 73, 57, 57, 42, 59, 64, 95, 95, 88]","[80, 81, 78, 94, 94, 64, 81, 57, 44, 41]",0.5387897379776108,,11.0,minkowski,uniform,,,
343,,K Neighbors,,20,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[86, 69],
       [73, 72]]), array([[82, 64],
       [76, 78]]), array([[82, 83],
       [58, 77]]), array([[61, 88],
       [55, 96]]), array([[ 59, 105],
       [ 40,  96]]), array([[93, 84],
       [60, 63]]), array([[94, 61],
       [67, 78]]), array([[105,  43],
       [ 93,  59]]), array([[101,  60],
       [ 92,  47]]), array([[96, 75],
       [77, 52]])]","[0.529610678531702, 0.5384718021704323, 0.5371492704826039, 0.5758922618783057, 0.549901362984218, 0.5241376142574985, 0.5987541713014461, 0.5838593527738265, 0.4805844765181644, 0.4451697719751575]","[86, 82, 82, 61, 59, 93, 94, 105, 101, 96]","[69, 64, 83, 88, 105, 84, 61, 43, 60, 75]","[73, 76, 58, 55, 40, 60, 67, 93, 92, 77]","[72, 78, 77, 96, 96, 63, 78, 59, 47, 52]",0.5363530762873354,,11.0,euclidean,distance,,,
344,,K Neighbors,,20,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[90, 65],
       [79, 66]]), array([[81, 65],
       [75, 79]]), array([[84, 81],
       [68, 67]]), array([[67, 82],
       [64, 87]]), array([[ 51, 113],
       [ 37,  99]]), array([[88, 89],
       [56, 67]]), array([[96, 59],
       [77, 68]]), array([[109,  39],
       [101,  51]]), array([[95, 66],
       [89, 50]]), array([[102,  69],
       [ 83,  46]])]","[0.522714126807564, 0.5347358121330725, 0.530415263748597, 0.5255789146184274, 0.5318328550932568, 0.5267557760323366, 0.5901223581757509, 0.5794807965860598, 0.48402520219848966, 0.47722018223854207]","[90, 81, 84, 67, 51, 88, 96, 109, 95, 102]","[65, 65, 81, 82, 113, 89, 59, 39, 66, 69]","[79, 75, 68, 64, 37, 56, 77, 101, 89, 83]","[66, 79, 67, 87, 99, 67, 68, 51, 50, 46]",0.5302881287632097,,11.0,manhattan,distance,,,
